sourceTypeID,yearID,ageID,ageFraction,FIP
53,2020,25,0.021126761,36003
53,2020,24,0.014084507,36003
53,2020,23,0.021126761,36003
53,2020,10,0.031690141,36003
52,2020,1,0.051065163,36003
53,2020,19,0.059859155,36003
53,2020,22,0.014084507,36003
53,2020,17,0.038732394,36003
53,2020,16,0.024647887,36003
53,2020,15,0.045774648,36003
53,2020,14,0.021126761,36003
53,2020,13,0.021126761,36003
53,2020,12,0.049295775,36003
53,2020,11,0.01056338,36003
52,2020,27,0.013314536,36003
51,2020,21,0.006896552,36003
53,2020,9,0.014084507,36003
53,2020,21,0.056338028,36003
52,2020,24,0.019266917,36003
52,2020,26,0.01566416,36003
53,2020,20,0.042253521,36003
52,2020,25,0.025845865,36003
52,2020,2,0.039317043,36003
52,2020,23,0.024906015,36003
52,2020,22,0.020676692,36003
52,2020,21,0.033364662,36003
52,2020,20,0.03712406,36003
52,2020,19,0.028508772,36003
52,2020,18,0.026159148,36003
52,2020,17,0.029135338,36003
52,2020,16,0.033051378,36003
52,2020,15,0.03806391,36003
52,2020,5,0.039630326,36003
52,2020,4,0.044016291,36003
52,2020,6,0.024906015,36003
52,2020,7,0.025532581,36003
52,2020,8,0.027412281,36003
52,2020,9,0.028665414,36003
52,2020,11,0.019893484,36003
52,2020,12,0.03806391,36003
52,2020,13,0.038377193,36003
52,2020,14,0.042136591,36003
52,2020,10,0.016134085,36003
52,2020,3,0.043389724,36003
52,2020,11,0.031594618,36005
52,2020,10,0.02729378,36005
52,2020,9,0.030905382,36005
52,2020,8,0.04149206,36005
52,2020,7,0.048494707,36005
52,2020,6,0.04885311,36005
52,2020,5,0.064898544,36005
52,2020,12,0.039562197,36005
52,2020,3,0.068041464,36005
52,2020,19,0.021173357,36005
52,2020,2,0.06619431,36005
52,2020,4,0.07928981,36005
52,2020,13,0.05828187,36005
52,2020,14,0.0451588,36005
52,2020,15,0.037494486,36005
52,2020,16,0.035426775,36005
52,2020,18,0.018306131,36005
52,2020,20,0.022165858,36005
52,2020,21,0.015383767,36005
52,2020,22,0.009704455,36005
52,2020,1,0.084417733,36005
53,2020,18,0.016853933,36005
52,2020,23,0.008684385,36005
52,2020,17,0.019905161,36005
53,2020,8,0.04494382,36005
43,2020,13,0.045722714,36005
53,2020,9,0.063670412,36005
53,2020,10,0.028089888,36005
53,2020,11,0.02247191,36005
53,2020,12,0.027465668,36005
53,2020,13,0.056179775,36005
53,2020,14,0.049937578,36005
53,2020,15,0.027465668,36005
53,2020,16,0.021223471,36005
53,2020,17,0.009363296,36005
53,2020,20,0.019975031,36005
53,2020,19,0.019350811,36005
52,2020,0,0.040251434,36005
53,2020,21,0.02372035,36005
53,2020,22,0.005617978,36005
53,2020,23,0.004369538,36005
53,2020,24,0.00062422,36005
53,2020,25,0.004993758,36005
53,2020,26,0.001248439,36005
53,2020,27,0.001248439,36005
53,2020,28,0.001248439,36005
53,2020,29,0.001872659,36005
53,2020,30,0.006242197,36005
52,2020,24,0.005706881,36005
43,2020,1,0.083087512,36005
43,2020,11,0.047689282,36005
51,2020,21,0.007608696,36005
51,2020,22,0.002173913,36005
51,2020,23,0.001086957,36005
51,2020,24,0.005434783,36005
51,2020,25,0.007608696,36005
51,2020,26,0,36005
51,2020,27,0.002173913,36005
51,2020,28,0,36005
51,2020,29,0.002173913,36005
51,2020,19,0.018478261,36005
43,2020,0,0.050393314,36005
51,2020,18,0.008695652,36005
43,2020,2,0.050516224,36005
43,2020,3,0.037487709,36005
43,2020,4,0.047935103,36005
43,2020,5,0.064159292,36005
43,2020,6,0.062561455,36005
43,2020,7,0.040437561,36005
43,2020,8,0.062192724,36005
43,2020,9,0.088372665,36005
43,2020,10,0.036627335,36005
43,2020,12,0.064896755,36005
51,2020,30,0.006521739,36005
51,2020,7,0.106521739,36005
52,2020,26,0.004080282,36005
52,2020,27,0.002591531,36005
